TRT,REP,ENV,DTH,GFD,PHT,TNS,TGW,KA,KW,KL,KC,KLW,KPS,GWS
61,1,GH23,36,37,83,16.5,42.40740741,16.12881543,3.43289976,6.465875342,1.355336367,1.893108758,40.5,2.815
61,2,GH23,40,39,80,16,45.23809524,16.84639011,3.591200437,6.356638708,1.295140636,1.7796192,36.75,2.53
61,1,FL23,34,30,67,14,28.1462141,14.15300791,2.970503947,6.419586313,1.455036689,2.170786557,47.875,1.6825
61,2,FL23,34,35,63,13,30.20338983,13.8193953,3.041043108,6.355946991,1.472516539,2.162148524,36.875,1.84
62,1,GH22,42,38,66,17,41.11111111,16.07543713,3.424473346,6.411763818,1.334567117,1.88131359,29.25,1.1475
62,2,GH22,39,33,56,16.75,38.62068966,15.09683837,3.42904006,6.045505361,1.308287252,1.777106913,21.75,1.165
62,3,GH22,42,45,76,17.75,48.65853659,18.42243073,3.660162919,6.885388605,1.343947307,1.898115897,41,1.905
62,1,FL22,,,,,,,,,,,,
62,2,FL22,,,,,,,,,,,,
62,1,GH23,42,31,85,18.75,42.87878788,17.11719097,3.457830218,6.791036995,1.373501376,1.972403084,33,2.105
62,2,GH23,42,28,96,19.75,49.06976744,18.87364427,3.565119619,7.182196061,1.3930639,2.027860517,43,2.12
62,1,FL23,38,37,68.66666667,15.25,33.84328358,15.12271049,3.159100933,6.464376859,1.418657601,2.06758212,33.5,1.245
62,2,FL23,38,35,70,14.375,34.11585366,14.9425097,3.18860809,6.470928358,1.427786333,2.072060965,41,1.175
63,1,GH22,40,39,61,15.75,39.89473684,15.39676592,3.478790868,6.029873426,1.290606101,1.742236078,23.75,1.045
63,2,GH22,39,35,72,17.25,40.92436975,15.30175399,3.517370405,5.937519818,1.280646662,1.694639455,29.75,1.0025
63,3,GH22,38,35,80,16.75,40.48387097,16.00098422,3.349095122,6.505755052,1.362285014,1.953006657,31,1.235
63,1,FL22,35,23,,,,,,,,,,
63,2,FL22,35,25,,,,,,,,,,
63,1,GH23,35,31,100,19.75,48.125,17.71631068,3.655567389,6.626021891,1.32410879,1.821997815,40,1.6375
63,2,GH23,35,34,95,19.5,44.33673469,17.35807192,3.555879301,6.750528137,1.358914979,1.912185646,49,1.115
63,1,FL23,34,31,78.66666667,13.375,34.45993031,15.14406017,3.247185636,6.234006352,1.362324913,1.934416574,35.875,1.4425
63,2,FL23,34,31,71.33333333,13.28571429,35.84558824,14.89121059,3.317202478,6.242526221,1.343799694,1.88970442,38.85714286,1.23375
64,1,GH22,46,37,81,20,45.95419847,17.45245131,3.677036323,6.501798291,1.309513504,1.780583602,32.75,1.6
64,2,GH22,43,34,83,20.5,39.61538462,16.34343052,3.46960842,6.621819359,1.379011098,1.932193118,39,1.68
64,3,GH22,42,40,87,19.5,50.46391753,19.43602387,3.740627329,7.176165847,1.376173031,1.933413843,48.5,2.295
64,1,FL22,40,27,,,,,,,,,,
64,2,FL22,41,29,,,,,,,,,,
64,1,GH23,42,34,85,19.75,39.86899563,16.19000817,3.405612089,6.498554293,1.352995262,1.922315612,57.25,2.12
64,2,GH23,40,27,82,16.75,28.31395349,13.87502008,3.050832096,6.251632798,1.423542598,2.070803128,43,1.8625
64,1,FL23,41,38,91.66666667,17.5,35.42600897,15.91725398,3.271995561,6.742729915,1.432799624,2.057079163,55.75,1.41375
64,2,FL23,40,37,90.66666667,18.5,35.45816733,15.74560665,3.256934801,6.659554648,1.447236177,2.114073801,62.75,1.6025
65,1,GH22,46,41,79,18.25,51.73410405,18.27357776,3.756357188,6.532794855,1.279330148,1.745641081,43.25,1.4575
65,2,GH22,50,38,105,19.25,53.90374332,19.24177898,3.848519985,6.788575833,1.290763566,1.769876935,46.75,1.575
65,3,GH22,50,39,93,19.75,58.66197183,21.13417869,3.93017185,7.180801492,1.309001218,1.835356927,35.5,2.13
65,1,FL22,41,38,,,,,,,,,,
65,2,FL22,42,38,,,,,,,,,,
65,1,GH23,42,29,102,19,48.12,18.3,3.7,6.7,1.3,1.8,58.5,1.7375
65,2,GH23,41,32,107,18.25,49.85221675,18.46541215,3.663759054,6.74560239,1.3194391,1.852160372,50.75,1.6425
65,1,FL23,43,37,107.6666667,17,36.67574932,17.07133679,3.278699432,6.720744532,1.404779627,2.038981255,45.875,1.5275
65,2,FL23,43,39,97.66666667,15.75,40.43956044,15.96986433,3.417099923,6.53551883,1.392750758,2.004451171,45.5,1.3275
66,1,GH22,39,41,59,15.75,33.70967742,14.3830196,3.160316063,6.145995307,1.355513624,1.951272074,31,1.4975
66,2,GH22,41,41,68,17.75,38.93203883,15.55198904,3.333055434,6.422507254,1.357400717,1.937060428,25.75,1.66
66,3,GH22,40,52,75,17,41.51260504,16.46001252,3.435385199,6.504660797,1.341008057,1.902186189,29.75,2.2575
66,1,FL22,34,26,,,,,,,,,,
66,2,FL22,34,24,,,,,,,,,,
66,1,GH23,35,36,80,17,39.6969697,15.87444715,3.313532788,6.46822244,1.36488994,1.960913483,41.25,1.475
66,2,GH23,40,33,77,16,35.11811024,15.02345755,3.203374438,6.392811884,1.373771138,2.00452546,31.75,1.7275
66,1,FL23,34,36,71.66666667,14.375,29.58974359,14.99028387,2.964472623,6.439881672,1.479085176,2.207849963,48.75,1.98375
66,2,FL23,34,37,67,14.875,34.63157895,13.95126424,3.176212739,6.393290309,1.402533031,2.046356182,35.625,1.7325
67,1,GH22,42,41,67,16.25,51.26506024,18.58867811,3.70121457,6.785048033,1.321026092,1.840687551,41.5,1.2725
67,2,GH22,42,39,70,17.25,46.59090909,18.25274352,3.655168261,6.854871251,1.337567045,1.885951816,33,1.37
67,3,GH22,42,45,73,17.25,51.42857143,19.41283888,3.654414504,7.203900948,1.367407149,1.97945407,35,2.0125
67,1,FL22,39,37,,,,,,,,,,
67,2,FL22,42,29,,,,,,,,,,
67,1,GH23,42,37,87,15.75,45.35087719,16.88084468,3.525678224,6.535420401,1.407011287,1.964485595,28.5,1.8825
67,2,GH23,36,37,77,15,47.5,17.90833178,3.590260931,6.717442355,1.329512825,1.879582019,38,1.545
67,1,FL23,39,32,72.33333333,14.25,30.43243243,15.22508314,3.095573012,6.762883671,1.476816598,2.21006304,46.25,1.60875
67,2,FL23,38,35,74.66666667,13.375,30.40650407,15.45826941,3.075892494,6.765529121,1.522427293,2.242522064,46.125,1.295
68,1,GH22,44,41,63,17.5,37.13375796,14.86620484,3.333693583,6.076290612,1.314892591,1.834484738,39.25,1.8825
68,2,GH22,47,46,73,19.5,40.90909091,16.12301551,3.501930931,6.398963818,1.334097749,1.838990958,38.5,1.62
68,3,GH22,43,46,78,18.5,45.31914894,17.42533581,3.577261126,6.652434779,1.328783049,1.86841209,47,2.1875
68,1,FL22,38,25,,,,,,,,,,
68,2,FL22,38,25,,,,,,,,,,
68,1,GH23,40,39,75,16.25,44.26751592,17.43937163,3.502002391,6.780343702,1.365357173,1.942732994,39.25,2.4775
68,2,GH23,41,33,76,16,44.39189189,17.55955664,3.457868072,6.820564347,1.366540021,1.982244386,37,2.4725
68,1,FL23,39,34,80.33333333,15.5,26.97571744,12.9212253,2.968936568,6.116483986,1.450361282,2.121755149,56.625,1.215
68,2,FL23,38,38,71.33333333,14.5,25.10638298,13.53698758,2.897766663,6.23609554,1.47393189,2.15730387,52.875,1.2625
69,1,GH22,44,38,83,18.25,46.89655172,17.96983386,3.655797686,6.582727837,1.299350096,1.809143213,50.75,1.0475
69,2,GH22,43,35,87,20,41.20603015,16.36938639,3.540942051,6.303221395,1.298512188,1.797135965,49.75,1.145
69,3,GH22,42,34,90,18.75,50.42105263,19.59971158,3.745265978,7.065531768,1.326158415,1.893534,47.5,1.525
69,1,FL22,40,26,,,,,,,,,,
69,2,FL22,40,27,,,,,,,,,,
69,1,GH23,41,32,85,18.75,39.31818182,15.77402335,3.369346475,6.31526382,1.348653808,1.889242286,55,1.4675
69,2,GH23,39,34,91,16.25,39.35960591,15.62230257,3.3394364,6.328950385,1.34922384,1.905911563,50.75,1.9575
69,1,FL23,38,38,103.6666667,16,34.09756098,15.19464352,3.298235278,6.534243325,1.401392576,2.02987238,51.25,1.31375
69,2,FL23,38,37,99,14.875,32.43373494,15.8537375,3.173400466,6.569522352,1.431437595,2.106363923,51.875,1.315
70,1,GH22,46,42,76,17.5,47.16535433,17.0214944,3.742734413,6.161264832,1.263766233,1.654787536,31.75,1.2575
70,2,GH22,45,40,84,18.25,51.47286822,17.96999794,3.875578343,6.271770644,1.24374433,1.623552662,32.25,1.3025
70,3,GH22,45,49,78,18.25,61.42857143,21.23659836,4.096845399,6.983566367,1.274018821,1.710617195,36.75,1.825
70,1,FL22,38,28,,,,,,,,,,
70,2,FL22,40,26,,,,,,,,,,
70,1,GH23,41,30,74,17.25,34.50292398,14.37970787,3.210588923,6.163134895,1.377836705,1.947428799,42.75,2.4325
70,2,GH23,41,31,75,15.5,36.95187166,15.44275544,3.40163039,6.225609367,1.343074161,1.840275284,46.75,1.9275
70,1,FL23,38,36,87.33333333,15,36.82134571,16.87026642,3.350364576,6.653480699,1.403344281,2.005110257,53.875,1.24125
70,2,FL23,38,39,83.33333333,14.375,40.17391304,16.31331082,3.434987143,6.594477984,1.356446151,1.949178514,43.125,1.34875
71,1,GH22,37,43,66,14,41.0483871,16.15896903,3.488338196,6.230522805,1.297168173,1.793842336,31,1.5275
71,2,GH22,41,37,80,16.5,44.19354839,16.74182776,3.593002337,6.326814981,1.294552041,1.768756222,31,1.6
71,3,GH22,42,57,87,16.75,46.80232558,17.61654024,3.674337318,6.470731766,1.284869559,1.763637582,43,1.89
71,1,FL22,36,27,,,,,,,,,,
71,2,FL22,38,28,,,,,,,,,,
71,1,GH23,40,33,99,16.5,48.58064516,18.98779739,3.716319259,7.061986254,1.449201679,1.928418643,38.75,1.44
71,2,GH23,41,41,97,15.25,44.7826087,17.61975939,3.552414879,6.802164702,1.358004778,1.925826481,34.5,1.205
71,1,FL23,38,37,81.66666667,14.625,34.04761905,14.54130745,3.277844346,6.15987883,1.375224901,1.956871373,47.25,1.7975
71,2,FL23,37,33,86.33333333,12.875,32.07430341,15.33450447,3.180579372,6.292587057,1.398169167,2.012475344,40.375,1.5575
72,1,GH22,46,43,69,16.75,48.58064516,17.97274753,3.746687638,6.455214118,1.280173615,1.73123089,38.75,1.2025
72,2,GH22,44,46,74,15.25,44.08163265,16.38793185,3.571332545,6.250091035,1.291344831,1.759275575,36.75,1.3975
72,3,GH22,40,37,73,16.5,52.08333333,19.90341943,3.892172207,6.996461975,1.318625496,1.806699872,42,1.8225
72,1,FL22,38,21,,,,,,,,,,
72,2,FL22,37,22,,,,,,,,,,
72,1,GH23,46,40,86,19.5,40.781893,16.8519663,3.426703008,6.646837186,1.355622911,1.954773216,60.75,1.73
72,2,GH23,42,33,91,16.5,42.44635193,17.73836036,3.427936874,6.92477187,1.38065086,2.040408212,58.25,1.4525
72,1,FL23,34,33,79,13.5,29.63414634,14.35162379,3.039001356,6.336593505,1.444436868,2.136630026,41,1.66125
72,2,FL23,37,34,72,11.875,30.98159509,14.16603394,3.111027206,6.411240584,1.441119952,2.078498142,40.75,1.44
73,1,GH22,37,42,64,13.25,49.29411765,17.56023227,3.756162831,6.266363838,1.261918731,1.672801159,21.25,2.0875
73,2,GH22,36,39,74,15,50.32967033,17.99602388,3.847893478,6.337302134,1.262642575,1.654849872,22.75,1.7
73,3,GH22,35,55,77,15.25,54.46428571,19.57610122,3.850159485,6.901228351,1.297397772,1.798639036,28,2.195
73,1,FL22,32,27,,,,,,,,,,
73,2,FL22,32,27,,,,,,,,,,
73,1,GH23,35,36,93,15,40.48275862,15.8930996,3.453142897,6.35674993,1.333569008,1.850681023,36.25,1.18
73,2,GH23,33,40,91,14.5,40.9947644,16.2378648,3.435441673,6.412571241,1.361655391,1.898369591,47.75,1.875
73,1,FL23,29,33,69.66666667,13.25,37.6702509,16.13869904,3.330708657,6.616312567,1.389649589,1.983539473,34.875,1.96125
73,2,FL23,32,31,74,12.125,38.25454545,16.10475166,3.314560099,6.545881737,1.383345655,2.008895663,34.375,1.4825
74,1,GH22,36,43,65,15.25,42.62711864,16.27009733,3.49204617,6.309290004,1.310735317,1.814205767,29.5,1.2875
74,2,GH22,39,31,69,18.25,42.70491803,16.29003559,3.607690006,6.159682307,1.283832721,1.715441457,30.5,1.3225
74,3,GH22,36,53,88,17,52.14285714,19.02534898,3.781449052,6.840633621,1.316831604,1.817868872,35,1.815
74,1,FL22,36,,,,,,,,,,,
74,2,FL22,38,25,,,,,,,,,,
74,1,GH23,38,44,82,18.75,51.48148148,18.61842393,3.778871136,6.719498112,1.311528849,1.785193739,47.25,2.395
74,2,GH23,35,38,89,16,52.80821918,19.21624373,3.83773632,6.708270015,1.292511836,1.758418586,36.5,2.1125
74,1,FL23,33,34,79.33333333,12.625,38.7890625,15.85998812,3.313174141,6.496689739,1.372653319,1.975188685,32,1.1025
74,2,FL23,33,34,75.33333333,13.375,37.85964912,15.86667356,3.301929773,6.511508217,1.368234467,1.976527438,35.625,1.3725
75,1,GH22,42,41,71,16.75,42.13793103,15.54949407,3.441655775,6.073591762,1.301160103,1.778401821,36.25,1.21
75,2,GH22,41,32,84,18.75,43.24324324,16.91946055,3.529543886,6.642014952,1.358155042,1.905955277,37,1.2925
75,3,GH22,45,49,84,18,46.66666667,17.29372216,3.561475714,6.583182322,1.319428948,1.858231105,40.5,1.8375
75,1,FL22,37,27,,,,,,,,,,
75,2,FL22,37,32,,,,,,,,,,
75,1,GH23,38,35,81,17.5,37.4025974,15.11618585,3.350182273,6.196450327,1.337459542,1.859105694,38.5,1.255
75,2,GH23,43,33,84,15,38.25396825,15.20216956,3.304225203,6.288003135,1.345442396,1.908203971,31.5,2.42
75,1,FL23,39,35,86.66666667,16,33.36426914,14.85017355,3.217862994,6.229702166,1.389732588,2.021730142,53.875,1.57
75,2,FL23,37,41,87,16,33.05039788,14.43942416,3.149985283,6.466484354,1.400501613,2.018597417,47.125,1.4525
76,1,GH22,45,41,78,18.25,45.80952381,17.18950842,3.591877989,6.5089016,1.308528423,1.819152491,26.25,1.145
76,2,GH22,47,32,96,19,44.36507937,16.72703153,3.605527558,6.409111154,1.309597189,1.787477461,31.5,1.5275
76,3,GH22,50,45,87,19.25,50.97902098,19.118223,3.79656522,6.881173786,1.313613251,1.821043387,35.75,1.8725
76,1,FL22,41,29,,,,,,,,,,
76,2,FL22,41,26,,,,,,,,,,
76,1,GH23,44,29,85,17.25,41.43712575,16.64995311,3.473829434,6.501811466,1.353038838,1.899752615,41.75,1.38
76,2,GH23,45,29,89,15.75,45.7480315,18.17972584,3.592211452,6.786826502,1.332178971,1.893948078,31.75,1.4175
76,1,FL23,41,37,87,15.125,39.08823529,16.72440656,3.403769998,6.74808336,1.435764792,2.042040441,42.5,1.54125
76,2,FL23,41,35,82,14.375,39.58762887,16.72596019,3.39365369,6.755267956,1.389586891,2.012352079,36.375,1.39875
77,1,GH22,44,42,68,17.75,45.38043478,16.16720374,3.601724041,6.081712402,1.282225817,1.70149131,46,1.9975
77,2,GH22,42,41,78,18,41.97530864,15.66188501,3.550771488,6.058800252,1.290209953,1.720258731,40.5,1.89
77,3,GH22,42,45,70,17.75,45.49222798,17.34795468,3.619738998,6.557739124,1.331502464,1.822754889,48.25,2.2175
77,1,FL22,40,28,,,,,,,,,,
77,2,FL22,43,36,,,,,,,,,,
77,1,GH23,36,37,83,17.75,36.58914729,14.76506422,3.277003232,6.251184446,1.358775266,1.912517062,32.25,1.935
77,2,GH23,35,37,79,19,36.05769231,14.57959417,3.262484968,6.009495937,1.373934795,1.914676144,52,1.5275
77,1,FL23,39,34,73.33333333,16.125,32.02040816,14.52344552,3.229079644,6.257475464,1.420250208,2.010421509,61.25,1.5475
77,2,FL23,38,37,70,13.5,31.71122995,14.98184501,3.165640184,6.325781283,1.395677095,2.001751358,46.75,1.655
78,1,GH22,41,38,56,17.25,40.5511811,15.67017149,3.519782685,6.079102579,1.290905194,1.737967119,31.75,2.1275
78,2,GH22,38,35,74,16.75,41.328125,15.92079492,3.576708292,6.129381796,1.290367779,1.721892643,32,1.5375
78,3,GH22,38,44,70,17.5,49.05405405,19.15992581,3.785961627,6.903107529,1.335423133,1.837376195,37,1.8
78,1,FL22,35,25,,,,,,,,,,
78,2,FL22,35,25,,,,,,,,,,
78,1,GH23,37,34,81,16.75,61.01910828,14.65578825,3.259627148,6.151988297,1.350056252,1.903835833,39.25,1.2925
78,2,GH23,35,37,80,15.25,49.41520468,18.71669763,3.74481542,6.720564815,1.317014326,1.809771932,42.75,1.805
78,1,FL23,34,28,74,12.875,30.4137931,14.21231351,3.112826161,6.214833341,1.379091953,1.976651763,36.25,1.4075
78,2,FL23,34,31,68.66666667,13.25,32.58160237,13.76702943,3.138211666,6.079246367,1.400713563,2.000148226,42.125,1.4025
79,1,GH22,47,40,66,19.25,41.36752137,15.87115691,3.51362172,6.227276227,1.307246037,1.780570683,29.25,1.0525
79,2,GH22,46,43,63,19.75,39.76923077,15.14060859,3.499661446,5.975088238,1.288497313,1.71554868,32.5,0.885
79,3,GH22,47,47,66,19,50.34246575,18.58892483,3.692048949,6.947451514,1.340629211,1.889884913,36.5,1.585
79,1,FL22,43,28,,,,,,,,,,
79,2,FL22,45,32,,,,,,,,,,
79,1,GH23,48,36,75,16.5,42.18487395,15.97836611,3.529696949,6.047339405,1.278885168,1.728805052,29.75,1.6125
79,2,GH23,44,35,83,15.5,60.1242236,21.40955797,3.892003352,7.346441428,1.347078826,1.895956275,40.25,1.1475
79,1,FL23,42,37,75,17.625,28.67579909,14.30247361,3.048825478,6.386580797,1.453068791,2.109677907,54.75,1.52625
79,2,FL23,43,37,72.66666667,16.5,31.32075472,14.0557047,3.106273378,6.333280895,1.43101674,2.070982393,46.375,1.22625
80,1,GH22,43,48,69,15,41.26126126,15.50839447,3.514995273,5.917568106,1.268577901,1.692693076,27.75,2.38
80,2,GH22,46,46,74,16.5,42.43055556,15.80893002,3.562901619,6.103073473,1.287036309,1.726520363,36,2.05
80,3,GH22,42,46,71,16.5,49.93333333,18.33960263,3.785635181,6.560998404,1.291305446,1.742054378,37.5,2.395
80,1,FL22,36,27,,,,,,,,,,
80,2,FL22,36,25,,,,,,,,,,
80,1,GH23,44,35,76,14.25,50.64220183,18.59607661,3.721820819,6.687811594,1.308014396,1.805330653,27.25,2.1625
80,2,GH23,41,29,78,13.5,54,19.31033074,3.799550278,6.786191446,1.294003594,1.789703155,26.25,1.9975
80,1,FL23,35,36,78.33333333,13,32.02597403,14.48169409,3.155434896,6.150040285,1.392133856,1.986357597,48.125,1.7475
80,2,FL23,36,37,76.66666667,13.125,32.52906977,14.43825786,3.16483079,6.153599159,1.407119021,2.002229008,43,1.6825
81,1,GH22,48,38,70,15.75,58.75,20.14276149,3.912097413,6.869127764,1.297514272,1.761668632,34,1.7725
81,2,GH22,42,31,66,17.75,50.4,18.57035545,3.693467983,6.836295003,1.330182431,1.864308124,37.5,1.65
81,3,GH22,42,46,86,17,66.69172932,22.8930209,4.119943029,7.408065694,1.303145664,1.804550683,33.25,2.2575
81,1,FL22,41,37,,,,,,,,,,
81,2,FL22,40,30,,,,,,,,,,
81,1,GH23,45,31,85,17.25,54.50704225,19.62065553,3.78338858,6.989282646,1.332403552,1.855545009,35.5,1.3475
81,2,GH23,41,32,81,17.5,44.92647059,17.6550572,3.493137178,6.780871733,1.359776714,1.952945065,34,1.1675
81,1,FL23,38,35,80.33333333,12,42.68965517,19.09060053,3.445176755,7.047893167,1.384745566,2.02021751,36.25,1.54625
81,2,FL23,38,36,75.66666667,12,47.79783394,17.75929694,3.614336767,6.907273803,1.384992368,1.976583056,34.625,1.34125
82,1,GH22,47,40,80,17.25,44.31578947,17.19635844,3.510693544,6.63105402,1.34173358,1.895398045,23.75,1.51
82,2,GH22,45,32,77,17.25,44.81012658,17.22585761,3.497373674,6.700553948,1.343211627,1.925823694,19.75,1.595
82,3,GH22,44,31,101,17.75,47.31343284,19.10715557,3.711856316,6.96828558,1.341192569,1.892457698,33.5,1.6725
82,1,FL22,41,30,,,,,,,,,,
82,2,FL22,40,30,,,,,,,,,,
82,1,GH23,43,29,98,17.5,46.73913043,18.38621571,3.591858503,6.953028684,1.366598876,1.941580413,34.5,1.705
82,2,GH23,41,30,93,17.25,44.5631068,17.07385009,3.50763451,6.669347791,1.352483454,1.909051895,25.75,2.0675
82,1,FL23,35,36,84.66666667,14.125,35.18731988,15.12207246,3.217136955,6.60,1.431289135,2.116372053,43.375,1.34
82,2,FL23,38,31,89,14.125,32.48344371,16.0410268,3.107424741,6.75105672,1.466047007,2.164805306,37.75,1.64125
83,1,GH22,41,43,51,15,41.04651163,15.6395106,3.413195269,6.224684014,1.323447858,1.835950379,21.5,1.56
83,2,GH22,39,36,61,16.75,43.22033898,16.68234455,3.64190629,6.346799494,1.298402501,1.754962326,29.5,1.5
83,3,GH22,36,51,67,15,50,18.33894235,3.713821984,6.747446562,1.320200739,1.826312452,30,0.935
83,1,FL22,34,27,,,,,,,,,,
83,2,FL22,35,21,,,,,,,,,,
83,1,GH23,38,33,78,18,37.73809524,14.73101156,3.396406371,5.820357517,1.299691437,1.746134514,42,2.24
83,2,GH23,35,34,74,19,57.88990826,21.18115806,3.791569349,7.452852482,1.370768052,1.974323077,27.25,1.465
83,1,FL23,34,32,62.33333333,13,33.84868421,15.76265588,3.199862829,6.48,1.418314825,2.049776156,38,1.2925
83,2,FL23,34,34,64,13.125,36.443769,15.03761196,3.293478312,6.445667713,1.406217958,2.009614097,41.125,1.1525
84,1,GH22,39,44,61,15.25,53.30827068,19.30998842,3.858852198,6.715469684,1.281796301,1.746639777,33.25,1.5675
84,2,GH22,40,43,61,16,51.96850394,19.82635529,3.903936313,6.857159702,1.286692643,1.763698569,31.75,1.375
84,3,GH22,40,41,67,16.75,52.80701754,20.17713961,3.719663072,7.293363942,1.366812298,1.977796135,42.75,1.745
84,1,FL22,37,23,,,,,,,,,,
84,2,FL22,36,20,,,,,,,,,,
84,1,GH23,41,32,78,16,38.77697842,15.64412883,3.389405292,6.313216644,1.337119106,1.873336594,34.75,2.29
84,2,GH23,43,40,71,13.75,45.78431373,17.84640572,3.634407138,6.661826763,1.319415483,1.844159155,25.5,1.595
84,1,FL23,36,37,66.66666667,13,37.82874618,17.58063526,3.415325908,6.90,1.408050316,1.999458468,40.875,1.13375
84,2,FL23,36,37,64.33333333,13,39.3040293,17.01482123,3.435952805,6.710221897,1.385914297,2.024482765,34.125,1.34
85,1,GH22,49,41,91,19.5,44.7311828,16.75858287,3.768961209,6.02935159,1.245284842,1.606267685,46.5,1.385
85,2,GH22,47,28,94,20.75,41.32653061,15.29926308,3.611976302,5.836477015,1.254122973,1.624883394,49,1.4575
85,3,GH22,48,42,81,20.5,53.36898396,19.28837317,3.93396179,6.625203033,1.268655602,1.688583503,46.75,1.9275
85,1,FL22,46,35,,,,,,,,,,
85,2,FL22,45,38,,,,,,,,,,
85,1,GH23,46,30,70,14.75,54.94623656,20.44012713,3.776903609,7.349998418,1.377154003,1.956643933,23.25,1.7075
85,2,GH23,44,30,75,15.25,52.95081967,19.4527789,3.660475375,7.179833212,1.410757768,2.000259104,30.5,1.85
85,1,FL23,43,35,111.3333333,17.125,36.01769912,14.22001061,3.39329478,6.05,1.340725113,1.85838544,56.5,1.4475
85,2,FL23,46,34,93.66666667,15.375,31.15183246,15.65857778,3.197958774,6.191993056,1.357066591,1.921760044,47.75,1.58625
86,1,GH22,42,42,78,16.25,44.08759124,16.87800861,3.561037015,6.442297255,1.300103398,1.81236308,34.25,1.74
86,2,GH22,44,28,92,18.75,47.6119403,18.5216225,3.700032681,6.818855795,1.315000729,1.852732209,33.5,1.6175
86,3,GH22,47,44,87,18.75,49.55555556,18.41945831,3.654551155,6.825913078,1.31562827,1.872640717,33.75,2.2075
86,1,FL22,42,28,,,,,,,,,,
86,2,FL22,40,27,,,,,,,,,,
86,1,GH23,52,26,74,16.5,47.36111111,18.50653007,3.648213488,6.817971986,1.331612178,1.878713121,36,1.1675
86,2,GH23,46,32,69,15.25,36.59292035,15.71299343,3.464062536,6.227282594,1.320893033,1.814444875,56.5,1.38
86,1,FL23,38,33,96.66666667,13.625,40,17.31925483,3.44898038,6.862050358,1.364133538,1.967630964,33.5,1.8425
86,2,FL23,38,34,95.66666667,14,41.28930818,17.45920918,3.449857848,6.753732118,1.369221391,1.997631198,39.75,1.50875
87,1,GH22,49,41,62,19.25,41.05263158,15.31613907,3.476105473,6.015152919,1.28719457,1.741505235,38,1.3975
87,2,GH22,51,41,65,19.75,38.21656051,14.75112087,3.387730185,6.037286851,1.312724432,1.79190935,39.25,1.4925
87,3,GH22,52,44,67,19.75,40.21505376,15.46335538,3.423475193,6.181078374,1.30899973,1.813769016,23.25,1.385
87,1,FL22,44,28,,,,,,,,,,
87,2,FL22,45,22,,,,,,,,,,
87,1,GH23,46,33,74,16.75,56,19.06030433,3.627911202,7.235773762,1.403595222,2.009720335,40,1.395
87,2,GH23,41,33,83,14.75,49.24369748,18.83126947,3.682377051,6.856951373,1.359784808,1.914783342,29.75,1.785
87,1,FL23,44,35,77.33333333,16.875,26.37755102,12.69563229,2.853315942,6.12,1.506906371,2.215285673,49,1.31
87,2,FL23,44,36,72.66666667,16.75,24.01041667,12.95635913,2.824807908,6.232451922,1.476733629,2.185334107,48,1.46
88,1,GH22,49,40,71,17.75,42.08053691,15.45716855,3.523348475,5.897837464,1.264047744,1.680377098,37.25,1.26
88,2,GH22,47,42,64,18.75,39.85507246,15.47573108,3.54428057,5.976045458,1.272907631,1.700944962,34.5,1.7225
88,3,GH22,50,49,79,19.25,49.5035461,17.6491999,3.725235886,6.394585243,1.278006735,1.725679455,35.25,1.235
88,1,FL22,41,24,,,,,,,,,,
88,2,FL22,42,29,,,,,,,,,,
88,1,GH23,45,34,106,19.5,39.48275862,15.97854434,3.56205336,6.164530315,1.291343789,1.742744468,58,1.1975
88,2,GH23,42,27,108,18.25,39.38271605,15.45691836,3.368603278,6.251022669,1.330564608,1.866988139,40.5,1.44
88,1,FL23,41,32,72.33333333,15.5,26.67647059,14.7804474,2.89708844,6.50,1.476837265,2.183456543,42.5,1.45625
88,2,FL23,42,32,72.33333333,15,32.28915663,13.19701105,3.100505092,6.238030862,1.445278612,2.11940675,41.5,1.49625
89,1,GH22,33,45,65,11.75,42.61538462,16.64486591,3.609800278,6.298026552,1.301303277,1.752584919,32.5,1.195
89,2,GH22,36,42,57,15.25,41.34751773,15.56667355,3.553183158,5.923899471,1.274640473,1.682001408,35.25,1.1175
89,3,GH22,41,46,76,15.5,53.17241379,18.51308365,3.880017315,6.426347673,1.258045289,1.663523795,36.25,1.5075
89,1,FL22,33,22,,,,,,,,,,
89,2,FL22,33,22,,,,,,,,,,
89,1,GH23,35,38,76,16,43.2278481,16.86770641,3.53761378,6.593514229,1.348465795,1.871386077,39.5,1.765
89,2,GH23,36,39,80,13.75,38.7434555,15.13312895,3.429891079,6.091340896,1.369845165,1.847826673,47.75,1.97
89,1,FL23,33,34,75.33333333,13,32.43697479,15.34792047,3.287374381,6.26,1.368178317,1.903326548,44.625,1.4
89,2,FL23,32,36,60,13.125,33.93048128,15.09809806,3.330154055,6.196860247,1.358334627,1.915282803,46.75,1.21375
90,1,GH22,45,42,64,17.75,49.71428571,17.17112951,3.688007329,6.284427063,1.29193198,1.717166531,35,1.7675
90,2,GH22,42,31,56,18.75,39.69325153,15.80853971,3.460490002,6.280973891,1.334256067,1.837316977,40.75,1.3825
90,3,GH22,44,44,74,18,52.24852071,18.40521729,3.84838242,6.49598347,1.284400454,1.69994108,42.25,0.9925
90,1,FL22,39,28,,,,,,,,,,
90,2,FL22,40,25,,,,,,,,,,
